File Type,Original Name,New Name,Error
JSON,Motto_Franchising_LLC_Motto_Mortgage_2024_FranchiseInfo.json,"MOTTO FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,Motto_Franchising_LLC_Motto_Mortgage_2024_Items1-23.pdf,"MOTTO FRANCHISING, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Motto_Franchising_LLC_Motto_Mortgage_2024_Items1-23.pdf,"MOTTO FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,MOTW_Coffee_&_Pastries_Franchising_LLC_MOTW_Coffee_&_Pastries_2024.pdf,"MOTW COFFEE & PASTRIES FRANCHISING, LLC_2024.pdf",File not found
JSON,MOTW_Coffee_&_Pastries_Franchising_LLC_MOTW_Coffee_&_Pastries_2024_FranchiseInfo.json,"MOTW COFFEE & PASTRIES FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,MOTW_Coffee_&_Pastries_Franchising_LLC_MOTW_Coffee_&_Pastries_2024_Items1-23.pdf,"MOTW COFFEE & PASTRIES FRANCHISING, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,MOTW_Coffee_&_Pastries_Franchising_LLC_MOTW_Coffee_&_Pastries_2024_Items1-23.pdf,"MOTW COFFEE & PASTRIES FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Mountain_Mike's_Pizza_LLC_Mountain_Mike's_Pizza_Restaurants_2024.pdf,"MOUNTAIN MIKE'S PIZZA, LLC_2024.pdf",File not found
JSON,Mountain_Mike's_Pizza_LLC_Mountain_Mike's_Pizza_Restaurants_2024_FranchiseInfo.json,"MOUNTAIN MIKE'S PIZZA, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,Mountain_Mike's_Pizza_LLC_Mountain_Mike's_Pizza_Restaurants_2024_Items1-23.pdf,"MOUNTAIN MIKE'S PIZZA, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Mountain_Mike's_Pizza_LLC_Mountain_Mike's_Pizza_Restaurants_2024_Items1-23.pdf,"MOUNTAIN MIKE'S PIZZA, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Mr_Appliance_SPV_LLC_Mr_Appliance_2024.pdf,MR. APPLIANCE SPV LLC_2024.pdf,File not found
JSON,Mr_Appliance_SPV_LLC_Mr_Appliance_2024_FranchiseInfo.json,MR. APPLIANCE SPV LLC_2024_FranchiseInfo.json,File not found
Items PDF,Mr_Appliance_SPV_LLC_Mr_Appliance_2024_Items1-23.pdf,MR. APPLIANCE SPV LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Mr_Brews_Taphouse_International_LLC_Mr_Brews_Taphouse_2024.pdf,"MR BREWS TAPHOUSE INTERNATIONAL, LLC_2024.pdf",File not found
JSON,Mr_Brews_Taphouse_International_LLC_Mr_Brews_Taphouse_2024_FranchiseInfo.json,"MR BREWS TAPHOUSE INTERNATIONAL, LLC_2024_FranchiseInfo.json",File not found
Items PDF,Mr_Brews_Taphouse_International_LLC_Mr_Brews_Taphouse_2024_Items1-23.pdf,"MR BREWS TAPHOUSE INTERNATIONAL, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Mr_Electric_SPV_LLC_Mr_Electric_2024.pdf,MR. ELECTRIC SPV LLC_2024.pdf,File not found
JSON,Mr_Electric_SPV_LLC_Mr_Electric_2024_FranchiseInfo.json,MR. ELECTRIC SPV LLC_2024_FranchiseInfo.json,File not found
Items PDF,Mr_Electric_SPV_LLC_Mr_Electric_2024_Items1-23.pdf,MR. ELECTRIC SPV LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Mr_Gatti's_Operating_LLC_Mr_Gatti's_Pizza_-_DELCO_2024.pdf,"MR. GATTI'S OPERATING, LLC_2024.pdf",File not found
JSON,Mr_Gatti's_Operating_LLC_Mr_Gatti's_Pizza_-_DELCO_2024_FranchiseInfo.json,"MR. GATTI'S OPERATING, LLC_2024_FranchiseInfo.json",File not found
Items PDF,Mr_Gatti's_Operating_LLC_Mr_Gatti's_Pizza_-_DELCO_2024_Items1-23.pdf,"MR. GATTI'S OPERATING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Mr_Goodcents_Franchise_Systems_Inc_Goodcents_Restaurant_2024.pdf,"MR. GOODCENTS FRANCHISE SYSTEMS, INC._2024.pdf",File not found
JSON,Mr_Goodcents_Franchise_Systems_Inc_Goodcents_Restaurant_2024_FranchiseInfo.json,"MR. GOODCENTS FRANCHISE SYSTEMS, INC._2024_FranchiseInfo.json",File not found
Items PDF,Mr_Goodcents_Franchise_Systems_Inc_Goodcents_Restaurant_2024_Items1-23.pdf,"MR. GOODCENTS FRANCHISE SYSTEMS, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Mr_Handyman_SPV_LLC_Mr_Handyman_2024.pdf,MR. HANDYMAN SPV LLC_2024.pdf,File not found
JSON,Mr_Handyman_SPV_LLC_Mr_Handyman_2024_FranchiseInfo.json,MR. HANDYMAN SPV LLC_2024_FranchiseInfo.json,File not found
Items PDF,Mr_Handyman_SPV_LLC_Mr_Handyman_2024_Items1-23.pdf,MR. HANDYMAN SPV LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Mr_Rooter_SPV_LLC_Mr_Rooter_2024.pdf,MR. ROOTER SPV LLC_2024.pdf,File not found
JSON,Mr_Rooter_SPV_LLC_Mr_Rooter_2024_FranchiseInfo.json,MR. ROOTER SPV LLC_2024_FranchiseInfo.json,File not found
Items PDF,Mr_Rooter_SPV_LLC_Mr_Rooter_2024_Items1-23.pdf,MR. ROOTER SPV LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,MR_SANDLESS_FRANCHISE_LLC_Mr_Sandless_2024.pdf,MR SANDLESS FRANCHISE LLC_2024.pdf,File not found
JSON,MR_SANDLESS_FRANCHISE_LLC_Mr_Sandless_2024_FranchiseInfo.json,MR SANDLESS FRANCHISE LLC_2024_FranchiseInfo.json,File not found
Items PDF,MR_SANDLESS_FRANCHISE_LLC_Mr_Sandless_2024_Items1-23.pdf,MR SANDLESS FRANCHISE LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,MTY_Franchising_USA_Inc_sweetFrog_2024.pdf,"MTY FRANCHISING USA, INC._2024.pdf",File not found
JSON,MTY_Franchising_USA_Inc_sweetFrog_2024_FranchiseInfo.json,"MTY FRANCHISING USA, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,MTY_Franchising_USA_Inc_sweetFrog_2024_Items1-23.pdf,"MTY FRANCHISING USA, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,MTY_Franchising_USA_Inc_sweetFrog_2024_Items1-23.pdf,"MTY FRANCHISING USA, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Muginoho_International_Inc_Beard_Papa's_2024.pdf,"MUGINOHO INTERNATIONAL, INC._2024.pdf",File not found
JSON,Muginoho_International_Inc_Beard_Papa's_2024_FranchiseInfo.json,"MUGINOHO INTERNATIONAL, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,Muginoho_International_Inc_Beard_Papa's_2024_Items1-23.pdf,"MUGINOHO INTERNATIONAL, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,Muginoho_International_Inc_Beard_Papa's_2024_Items1-23.pdf,"MUGINOHO INTERNATIONAL, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Mulberrys_Franchising_LLC_Mulberrys_Garment_Care_(master_franchise_offering)_2024.pdf,"MULBERRYS FRANCHISING, LLC_2024.pdf",File not found
JSON,Mulberrys_Franchising_LLC_Mulberrys_Garment_Care_(master_franchise_offering)_2024_FranchiseInfo.json,"MULBERRYS FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,Mulberrys_Franchising_LLC_Mulberrys_Garment_Care_(master_franchise_offering)_2024_Items1-23.pdf,"MULBERRYS FRANCHISING, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Mulberrys_Franchising_LLC_Mulberrys_Garment_Care_(master_franchise_offering)_2024_Items1-23.pdf,"MULBERRYS FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Murphy_Business_&_Financial_Corporation_LLC_Murphy_Business_&_Financial_Corporation_2024.pdf,"MURPHY BUSINESS & FINANCIAL CORPORATION, LLC_2024.pdf",File not found
JSON,Murphy_Business_&_Financial_Corporation_LLC_Murphy_Business_&_Financial_Corporation_2024_FranchiseInfo.json,"MURPHY BUSINESS & FINANCIAL CORPORATION, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,Murphy_Business_&_Financial_Corporation_LLC_Murphy_Business_&_Financial_Corporation_2024_Items1-23.pdf,"MURPHY BUSINESS & FINANCIAL CORPORATION, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Murphy_Business_&_Financial_Corporation_LLC_Murphy_Business_&_Financial_Corporation_2024_Items1-23.pdf,"MURPHY BUSINESS & FINANCIAL CORPORATION, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Muzak_LLC_Mood_and_Mood_Media_2023.pdf,MUZAK LLC_2023.pdf,File not found
JSON,Muzak_LLC_Mood_and_Mood_Media_2023_FranchiseInfo.json,MUZAK LLC_2023_FranchiseInfo.json,File not found
Subfolder PDF,Muzak_LLC_Mood_and_Mood_Media_2023_Items1-23.pdf,MUZAK LLC_2023_Items1-23.pdf,File not found in subfolder
Items PDF,Muzak_LLC_Mood_and_Mood_Media_2023_Items1-23.pdf,MUZAK LLC_2023_Items1-23.pdf,File not found in Items folder
Main PDF,MW_Franchise_Holdings_International_LLC_Mayweather_Boxing_+_Fitness_2024.pdf,"MW FRANCHISE HOLDINGS INTERNATIONAL, LLC_2024.pdf",File not found
JSON,MW_Franchise_Holdings_International_LLC_Mayweather_Boxing_+_Fitness_2024_FranchiseInfo.json,"MW FRANCHISE HOLDINGS INTERNATIONAL, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,MW_Franchise_Holdings_International_LLC_Mayweather_Boxing_+_Fitness_2024_Items1-23.pdf,"MW FRANCHISE HOLDINGS INTERNATIONAL, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,MW_Franchise_Holdings_International_LLC_Mayweather_Boxing_+_Fitness_2024_Items1-23.pdf,"MW FRANCHISE HOLDINGS INTERNATIONAL, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,MY_PLACE_HOTELS_OF_AMERICA_LLC_TREND_HOTELS_2024.pdf,"MY PLACE HOTELS OF AMERICA, LLC_2024.pdf",File not found
JSON,MY_PLACE_HOTELS_OF_AMERICA_LLC_TREND_HOTELS_2024_FranchiseInfo.json,"MY PLACE HOTELS OF AMERICA, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,MY_PLACE_HOTELS_OF_AMERICA_LLC_TREND_HOTELS_2024_Items1-23.pdf,"MY PLACE HOTELS OF AMERICA, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,MY_PLACE_HOTELS_OF_AMERICA_LLC_TREND_HOTELS_2024_Items1-23.pdf,"MY PLACE HOTELS OF AMERICA, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,M_&_R_Cleaning_Solutions_LLC_Stratus_Building_Solutions_of_Milwaukee_2024.pdf,M & R CLEANING SOLUTIONS LLC_2024.pdf,File not found
JSON,M_&_R_Cleaning_Solutions_LLC_Stratus_Building_Solutions_of_Milwaukee_2024_FranchiseInfo.json,M & R CLEANING SOLUTIONS LLC_2024_FranchiseInfo.json,File not found
Items PDF,M_&_R_Cleaning_Solutions_LLC_Stratus_Building_Solutions_of_Milwaukee_2024_Items1-23.pdf,M & R CLEANING SOLUTIONS LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,M_G_M_Liquor_Stores_Inc_MGM_Wine_&_Spirits_2024.pdf,"M.G.M. LIQUOR STORES, INC._2024.pdf",File not found
JSON,M_G_M_Liquor_Stores_Inc_MGM_Wine_&_Spirits_2024_FranchiseInfo.json,"M.G.M. LIQUOR STORES, INC._2024_FranchiseInfo.json",File not found
Items PDF,M_G_M_Liquor_Stores_Inc_MGM_Wine_&_Spirits_2024_Items1-23.pdf,"M.G.M. LIQUOR STORES, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,M_H_Franchise_Company_Inc_Teriyaki_Madness_2024.pdf,M. H. FRANCHISE COMPANY INC_2024.pdf,File not found
JSON,M_H_Franchise_Company_Inc_Teriyaki_Madness_2024_FranchiseInfo.json,M. H. FRANCHISE COMPANY INC_2024_FranchiseInfo.json,File not found
Items PDF,M_H_Franchise_Company_Inc_Teriyaki_Madness_2024_Items1-23.pdf,M. H. FRANCHISE COMPANY INC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,N2_Franchising_Inc_BeLocal_2023.pdf,"N2 FRANCHISING, INC._2023.pdf",File not found
JSON,N2_Franchising_Inc_BeLocal_2023_FranchiseInfo.json,"N2 FRANCHISING, INC._2023_FranchiseInfo.json",File not found
Subfolder PDF,N2_Franchising_Inc_BeLocal_2023_Items1-23.pdf,"N2 FRANCHISING, INC._2023_Items1-23.pdf",File not found in subfolder
Items PDF,N2_Franchising_Inc_BeLocal_2023_Items1-23.pdf,"N2 FRANCHISING, INC._2023_Items1-23.pdf",File not found in Items folder
Main PDF,Naf-Naf_Franchising_LLC_NAF_NAF®_Middle_Eastern_Grill_2024.pdf,NAF-NAF FRANCHISING LLC_2024.pdf,File not found
JSON,Naf-Naf_Franchising_LLC_NAF_NAF®_Middle_Eastern_Grill_2024_FranchiseInfo.json,NAF-NAF FRANCHISING LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Naf-Naf_Franchising_LLC_NAF_NAF®_Middle_Eastern_Grill_2024_Items1-23.pdf,NAF-NAF FRANCHISING LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Naf-Naf_Franchising_LLC_NAF_NAF®_Middle_Eastern_Grill_2024_Items1-23.pdf,NAF-NAF FRANCHISING LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Nartov_Ventures_Sugaring_NYC_2024.pdf,NARTOV VENTURES_2024.pdf,File not found
JSON,Nartov_Ventures_Sugaring_NYC_2024_FranchiseInfo.json,NARTOV VENTURES_2024_FranchiseInfo.json,File not found
Subfolder PDF,Nartov_Ventures_Sugaring_NYC_2024_Items1-23.pdf,NARTOV VENTURES_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Nartov_Ventures_Sugaring_NYC_2024_Items1-23.pdf,NARTOV VENTURES_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Nathan's_Famous_Systems_Inc_-_Branded_Menu_Program_Nathan's_Famous_Branded_Menu_Program_Operations_Nathan's_Famous_BMP_Operations_2024.pdf,"NATHAN'S FAMOUS SYSTEMS, INC. - BRANDED MENU PROGRAM_2024.pdf",File not found
JSON,Nathan's_Famous_Systems_Inc_-_Branded_Menu_Program_Nathan's_Famous_Branded_Menu_Program_Operations_Nathan's_Famous_BMP_Operations_2024_FranchiseInfo.json,"NATHAN'S FAMOUS SYSTEMS, INC. - BRANDED MENU PROGRAM_2024_FranchiseInfo.json",File not found
Subfolder PDF,Nathan's_Famous_Systems_Inc_-_Branded_Menu_Program_Nathan's_Famous_Branded_Menu_Program_Operations_Nathan's_Famous_BMP_Operations_2024_Items1-23.pdf,"NATHAN'S FAMOUS SYSTEMS, INC. - BRANDED MENU PROGRAM_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Nathan's_Famous_Systems_Inc_-_Branded_Menu_Program_Nathan's_Famous_Branded_Menu_Program_Operations_Nathan's_Famous_BMP_Operations_2024_Items1-23.pdf,"NATHAN'S FAMOUS SYSTEMS, INC. - BRANDED MENU PROGRAM_2024_Items1-23.pdf",File not found in Items folder
Main PDF,National_Hunting_Lease_Network_LLC_Hunting_Lease_Network_2024.pdf,"NATIONAL HUNTING LEASE NETWORK, LLC_2024.pdf",File not found
JSON,National_Hunting_Lease_Network_LLC_Hunting_Lease_Network_2024_FranchiseInfo.json,"NATIONAL HUNTING LEASE NETWORK, LLC_2024_FranchiseInfo.json",File not found
Items PDF,National_Hunting_Lease_Network_LLC_Hunting_Lease_Network_2024_Items1-23.pdf,"NATIONAL HUNTING LEASE NETWORK, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,NATIONAL_INTERNET_CORPORATION_WSI_Business_2024.pdf,NATIONAL INTERNET CORPORATION_2024.pdf,File not found
JSON,NATIONAL_INTERNET_CORPORATION_WSI_Business_2024_FranchiseInfo.json,NATIONAL INTERNET CORPORATION_2024_FranchiseInfo.json,File not found
Items PDF,NATIONAL_INTERNET_CORPORATION_WSI_Business_2024_Items1-23.pdf,NATIONAL INTERNET CORPORATION_2024_Items1-23.pdf,File not found in Items folder
Main PDF,National_Property_Inspections_Inc_NoTradeName_2024.pdf,"NATIONAL PROPERTY INSPECTIONS, INC._2024.pdf",File not found
JSON,National_Property_Inspections_Inc_NoTradeName_2024_FranchiseInfo.json,"NATIONAL PROPERTY INSPECTIONS, INC._2024_FranchiseInfo.json",File not found
Items PDF,National_Property_Inspections_Inc_NoTradeName_2024_Items1-23.pdf,"NATIONAL PROPERTY INSPECTIONS, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,NativeWahl_LLC_Wahlburgers_2024.pdf,NATIVEWAHL LLC_2024.pdf,File not found
JSON,NativeWahl_LLC_Wahlburgers_2024_FranchiseInfo.json,NATIVEWAHL LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,NativeWahl_LLC_Wahlburgers_2024_Items1-23.pdf,NATIVEWAHL LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,NativeWahl_LLC_Wahlburgers_2024_Items1-23.pdf,NATIVEWAHL LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,NaturaLawn_of_America_Inc_Kimberly_Collins_2024.pdf,"NATURALAWN OF AMERICA, INC._2024.pdf",File not found
JSON,NaturaLawn_of_America_Inc_Kimberly_Collins_2024_FranchiseInfo.json,"NATURALAWN OF AMERICA, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,NaturaLawn_of_America_Inc_Kimberly_Collins_2024_Items1-23.pdf,"NATURALAWN OF AMERICA, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,NaturaLawn_of_America_Inc_Kimberly_Collins_2024_Items1-23.pdf,"NATURALAWN OF AMERICA, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Natural_Awakenings_Publishing_Corp_Natural_Awakenings_2023.pdf,NATURAL AWAKENINGS PUBLISHING CORP._2023.pdf,File not found
JSON,Natural_Awakenings_Publishing_Corp_Natural_Awakenings_2023_FranchiseInfo.json,NATURAL AWAKENINGS PUBLISHING CORP._2023_FranchiseInfo.json,File not found
Subfolder PDF,Natural_Awakenings_Publishing_Corp_Natural_Awakenings_2023_Items1-23.pdf,NATURAL AWAKENINGS PUBLISHING CORP._2023_Items1-23.pdf,File not found in subfolder
Items PDF,Natural_Awakenings_Publishing_Corp_Natural_Awakenings_2023_Items1-23.pdf,NATURAL AWAKENINGS PUBLISHING CORP._2023_Items1-23.pdf,File not found in Items folder
Main PDF,Nautical_Boat_Clubs_LLC_Nautical_Boat_Club_2024.pdf,"NAUTICAL BOAT CLUBS, LLC_2024.pdf",File not found
JSON,Nautical_Boat_Clubs_LLC_Nautical_Boat_Club_2024_FranchiseInfo.json,"NAUTICAL BOAT CLUBS, LLC_2024_FranchiseInfo.json",File not found
Items PDF,Nautical_Boat_Clubs_LLC_Nautical_Boat_Club_2024_Items1-23.pdf,"NAUTICAL BOAT CLUBS, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Nautical_Bowls_Franchising_LLC_Nautical_Bowls_2024.pdf,"NAUTICAL BOWLS FRANCHISING, LLC_2024.pdf",File not found
JSON,Nautical_Bowls_Franchising_LLC_Nautical_Bowls_2024_FranchiseInfo.json,"NAUTICAL BOWLS FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Items PDF,Nautical_Bowls_Franchising_LLC_Nautical_Bowls_2024_Items1-23.pdf,"NAUTICAL BOWLS FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,NBC_Franchisor_LLC_Nothing_Bundt_Cakes_2024.pdf,NBC FRANCHISOR LLC_2024.pdf,File not found
JSON,NBC_Franchisor_LLC_Nothing_Bundt_Cakes_2024_FranchiseInfo.json,NBC FRANCHISOR LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,NBC_Franchisor_LLC_Nothing_Bundt_Cakes_2024_Items1-23.pdf,NBC FRANCHISOR LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,NBC_Franchisor_LLC_Nothing_Bundt_Cakes_2024_Items1-23.pdf,NBC FRANCHISOR LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Nekter_Franchise_Inc_NÉKTER_JUICE_BAR®_2024.pdf,"NEKTER FRANCHISE, INC._2024.pdf",File not found
JSON,Nekter_Franchise_Inc_NÉKTER_JUICE_BAR®_2024_FranchiseInfo.json,"NEKTER FRANCHISE, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,Nekter_Franchise_Inc_NÉKTER_JUICE_BAR®_2024_Items1-23.pdf,"NEKTER FRANCHISE, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,Nekter_Franchise_Inc_NÉKTER_JUICE_BAR®_2024_Items1-23.pdf,"NEKTER FRANCHISE, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Network_In_Action_Intl_LLC_Network_In_Action_2024.pdf,NETWORK IN ACTION INTL. LLC_2024.pdf,File not found
JSON,Network_In_Action_Intl_LLC_Network_In_Action_2024_FranchiseInfo.json,NETWORK IN ACTION INTL. LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Network_In_Action_Intl_LLC_Network_In_Action_2024_Items1-23.pdf,NETWORK IN ACTION INTL. LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Network_In_Action_Intl_LLC_Network_In_Action_2024_Items1-23.pdf,NETWORK IN ACTION INTL. LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Newk's_Franchise_Company_LLC_Newk's_and_Newk's_Eatery_2024.pdf,NEWK'S FRANCHISE COMPANY LLC_2024.pdf,File not found
JSON,Newk's_Franchise_Company_LLC_Newk's_and_Newk's_Eatery_2024_FranchiseInfo.json,NEWK'S FRANCHISE COMPANY LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Newk's_Franchise_Company_LLC_Newk's_and_Newk's_Eatery_2024_Items1-23.pdf,NEWK'S FRANCHISE COMPANY LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Newk's_Franchise_Company_LLC_Newk's_and_Newk's_Eatery_2024_Items1-23.pdf,NEWK'S FRANCHISE COMPANY LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,New_Again_Franchising_Inc_New_Again_Houses_2024.pdf,"NEW AGAIN FRANCHISING, INC._2024.pdf",File not found
JSON,New_Again_Franchising_Inc_New_Again_Houses_2024_FranchiseInfo.json,"NEW AGAIN FRANCHISING, INC._2024_FranchiseInfo.json",File not found
Items PDF,New_Again_Franchising_Inc_New_Again_Houses_2024_Items1-23.pdf,"NEW AGAIN FRANCHISING, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,New_Orleans_Brew_LLC_PJ's_Coffee_of_New_Orleans_2024.pdf,"NEW ORLEANS BREW, LLC_2024.pdf",File not found
JSON,New_Orleans_Brew_LLC_PJ's_Coffee_of_New_Orleans_2024_FranchiseInfo.json,"NEW ORLEANS BREW, LLC_2024_FranchiseInfo.json",File not found
Items PDF,New_Orleans_Brew_LLC_PJ's_Coffee_of_New_Orleans_2024_Items1-23.pdf,"NEW ORLEANS BREW, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,NexGen_Franchising_LLC_NexGenEsis_Healthcare_2024.pdf,"NEXGEN FRANCHISING, LLC_2024.pdf",File not found
JSON,NexGen_Franchising_LLC_NexGenEsis_Healthcare_2024_FranchiseInfo.json,"NEXGEN FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,NexGen_Franchising_LLC_NexGenEsis_Healthcare_2024_Items1-23.pdf,"NEXGEN FRANCHISING, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,NexGen_Franchising_LLC_NexGenEsis_Healthcare_2024_Items1-23.pdf,"NEXGEN FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Nextaff_Group_LLC_Nextaff_2024.pdf,NEXTAFF GROUP LLC_2024.pdf,File not found
JSON,Nextaff_Group_LLC_Nextaff_2024_FranchiseInfo.json,NEXTAFF GROUP LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Nextaff_Group_LLC_Nextaff_2024_Items1-23.pdf,NEXTAFF GROUP LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Nextaff_Group_LLC_Nextaff_2024_Items1-23.pdf,NEXTAFF GROUP LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,NextHome_Inc_NextHome_2024.pdf,"NEXTHOME, INC._2024.pdf",File not found
JSON,NextHome_Inc_NextHome_2024_FranchiseInfo.json,"NEXTHOME, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,NextHome_Inc_NextHome_2024_Items1-23.pdf,"NEXTHOME, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,NextHome_Inc_NextHome_2024_Items1-23.pdf,"NEXTHOME, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Next_Day_Access_LLC_Next_Day_Access_2024.pdf,"NEXT DAY ACCESS, LLC_2024.pdf",File not found
JSON,Next_Day_Access_LLC_Next_Day_Access_2024_FranchiseInfo.json,"NEXT DAY ACCESS, LLC_2024_FranchiseInfo.json",File not found
Items PDF,Next_Day_Access_LLC_Next_Day_Access_2024_Items1-23.pdf,"NEXT DAY ACCESS, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Next_Health_Franchising_LLC_NextHealth_2024.pdf,NEXT HEALTH FRANCHISING LLC_2024.pdf,File not found
JSON,Next_Health_Franchising_LLC_NextHealth_2024_FranchiseInfo.json,NEXT HEALTH FRANCHISING LLC_2024_FranchiseInfo.json,File not found
Items PDF,Next_Health_Franchising_LLC_NextHealth_2024_Items1-23.pdf,NEXT HEALTH FRANCHISING LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Next_Step_Franchising_LLC_Lapels_Dry_Cleaning_2024.pdf,"NEXT STEP FRANCHISING, LLC_2024.pdf",File not found
JSON,Next_Step_Franchising_LLC_Lapels_Dry_Cleaning_2024_FranchiseInfo.json,"NEXT STEP FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Items PDF,Next_Step_Franchising_LLC_Lapels_Dry_Cleaning_2024_Items1-23.pdf,"NEXT STEP FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,NHance_Inc_N-Hance_2024.pdf,"NHANCE, INC._2024.pdf",File not found
JSON,NHance_Inc_N-Hance_2024_FranchiseInfo.json,"NHANCE, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,NHance_Inc_N-Hance_2024_Items1-23.pdf,"NHANCE, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,NHance_Inc_N-Hance_2024_Items1-23.pdf,"NHANCE, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Nihi_Franchising_Inc_Neehee's_Restaurant_2024.pdf,"NIHI FRANCHISING, INC._2024.pdf",File not found
JSON,Nihi_Franchising_Inc_Neehee's_Restaurant_2024_FranchiseInfo.json,"NIHI FRANCHISING, INC._2024_FranchiseInfo.json",File not found
